"G0023500","G0085900","H0001900","H0002700","R0000100","R0001900","R0002100","R0002400","R0006500","R0009300","R0009400","R0017300","R0173600","R0214700","R0214800","R0215300","R0215301","R0220200","R0304410","R0305700","R0305800","R0307100","R0312300","R0312710","R0329800","R0329900","R0330000","R0330100","R0330200","R0393510","R0393520","R0402800","R0405210","R0405601","R0405700","R0406010","R0406511","R0406700","R0406701","R0407300","R0481600","R0481700","R0618301","R0645800","R0645801","R0655900","R0780400","R0897300","R0897301","R0988000","R1020700","R1021700","R1145800","R1146100","R1521000","R1521300","R1891700","R1892000","R2258800","R2259100","R2350010","R2446200","R2446500","R2716700","R2716800","R2718700","R2718800","R2718900","R2719000","R2719100","R2719200","R2720800","R2721000","R2721100","R2721200","R2721400","R2721500","R2722501","R2724701","R2743300","R2870110","R2870200","R2870800","R2870900","R2871300","R2871301","R2871400","R2872000","R2872300","R2872700","R2872800","R2877600","R3895400","R3914300"
5628,-4,0,0,9274,21,1,1,7,4,28,12,13,2,2,0,0,22,19,1,0,0,0,-4,0,-4,-4,-4,-4,1,2,11,3,0,1,6932,1,5,0,0,507,128,13302,8,0,3,1,43,0,-4,18,19,42,0,0,0,0,0,-5,-5,22,9,0,0,3,1,1,5,0,-4,-4,0,-4,-4,0,-4,-4,15600,-4,0,4,15600,1,3,31,1,1120,58,0,1,2,3,3,17
912,7860,1,1,9275,51,0,-4,3,2,18,8,14,1,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,504,175,5913,0,0,-5,-5,-5,-5,-4,16,-4,0,0,0,0,0,0,0,0,21,0,0,-4,-4,1,1,1,1,5,19,0,-4,-4,0,-4,-4,0,-4,0,4,9288,1,1,25,0,0,0,0,1,2,3,3,21
6600,-4,-4,-4,9276,11,1,1,3,6,29,10,11,1,1,0,0,19,22,3,0,0,4000,0,1,-4,2,-4,4,1,2,11,3,1,1,4000,0,42,0,1190,507,200,5699,0,0,5,-4,44,0,17,-4,15,44,0,13,0,14,0,33,0,20,68,0,2,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,8000,0,0,5,9560,1,2,27,1,1470,55,0,1,2,3,0,14
6600,-4,0,1,9277,51,0,-4,9,1,17,9,14,1,2,0,0,17,18,0,0,0,0,4000,1,-4,2,-4,-4,1,2,11,3,1,1,4000,0,0,0,0,500,136,4559,0,0,2,-4,0,0,-4,16,-4,0,0,0,0,0,0,0,0,19,0,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,0,-2,0,5,-2,1,2,25,0,0,0,0,1,2,3,0,-4
-4,-4,-4,-4,9278,11,1,1,3,5,27,9,14,1,2,-4,-4,16,19,0,0,0,-4,-4,1,-4,2,-4,-4,1,2,-4,7,0,1,19000,0,12,0,-4,500,149,10659,5,0,2,0,20,0,-4,15,0,7,0,0,0,0,0,0,0,19,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4
-4,-4,1,1,9279,51,0,-4,12,1,20,12,10,2,1,44,14,20,27,6,3,1,3000,-4,1,-4,2,-4,-4,1,2,-4,8,0,1,11000,1,42,6,1543,605,215,49786,42,0,1,6,48,0,11,-4,14,43,0,-5,-5,118,0,54,0,30,56,0,3,6,1,9,96,0,-4,-4,0,-4,-4,0,-4,-4,35000,-4,0,1,42050,1,1,29,1,2240,65,0,1,-4,0,0,16
-4,-4,1,1,9280,51,0,-4,11,2,20,9,10,2,1,41,0,19,21,6,5,0,6000,-4,1,-4,2,-4,-4,1,2,-4,7,0,1,17250,1,36,0,-3,603,200,1348,37,0,1,2,18,0,11,-4,12,25,0,6,0,13,0,6,0,25,52,0,-4,-4,1,9,1,1,13,1,5,4,-4,5,3,-4,0,-4,0,1,0,1,1,27,0,840,0,0,1,2,0,0,12
-4,-4,1,1,9281,51,0,-4,11,4,20,9,13,2,2,6,0,17,20,1,0,0,-4,-4,1,-4,2,-4,-4,1,2,-4,8,0,1,17250,0,9,0,45,506,171,23225,22,0,1,0,0,0,-4,16,0,0,0,0,0,15,0,59,0,29,75,0,0,3,1,1,96,1,9,96,2,5,-4,1,5,-4,11000,-4,0,3,11000,1,1,25,1,2104,43,0,1,2,2,0,-4
-4,-4,1,1,9282,11,0,1,3,0,-4,11,11,1,1,59,0,19,20,0,-3,0,14500,-4,1,1,2,-4,4,1,2,-4,4,0,1,19000,1,48,0,1688,507,160,9583,53,0,1,6,51,0,14,-4,18,55,0,58,0,41,0,62,0,-5,-5,-5,-4,-4,1,13,96,0,-4,-4,0,-4,-4,2,6,-4,23000,0,0,3,23500,1,2,28,1,2080,127,0,1,2,1,1,-4
-4,6000,1,1,9283,11,0,1,2,-3,-3,7,11,1,1,8,87,17,19,0,0,0,-4,-4,1,1,2,3,4,1,2,-4,4,0,1,19000,0,12,0,294,500,140,966,6,0,1,-4,7,0,14,-4,-4,0,0,4,0,3,0,53,0,21,36,0,3,5,0,-4,-4,-4,-4,-4,0,-4,-4,1,6,-4,5000,-4,1,2,-3,1,1,25,1,1850,67,0,1,2,0,0,14
6756,-4,0,0,9284,12,0,0,0,2,22,9,14,1,2,0,0,19,23,3,0,0,0,-4,1,-4,2,3,-4,1,2,11,4,0,1,6240,0,0,0,0,502,92,13536,2,1,1,0,0,0,-4,15,0,0,0,0,0,0,0,0,0,20,53,0,0,1,1,5,96,0,-4,-4,1,6,-4,1,5,-4,22500,-4,0,5,25500,1,1,28,1,2508,61,0,1,2,4,0,-4
-4,387,-2,1,9285,51,0,-4,-2,6,29,10,10,2,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,601,157,1729,59,0,2,2,23,0,13,-4,19,0,0,7,0,57,0,46,0,-5,-5,-5,4,7,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,18000,-4,0,3,18000,1,1,26,1,1370,107,0,1,2,2,0,-4
-4,-4,0,1,9286,51,0,-4,4,6,32,9,13,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,17,17,10,0,0,0,0,0,0,0,23,28,0,3,3,1,3,17,0,-4,-4,0,-4,-4,0,-4,-4,13000,0,0,3,-2,3,2,25,0,1980,43,0,1,0,1,2,-4
-4,-4,0,1,9287,11,0,1,8,7,39,12,13,2,2,29,0,23,19,4,1,0,6700,-4,0,-4,-4,-4,-4,1,2,11,1,0,1,-3,1,51,0,1482,511,180,22116,50,0,5,-4,13,0,-4,19,0,0,0,0,0,0,0,19,0,20,63,0,-4,-4,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,15000,-4,0,2,18840,1,1,31,1,2080,71,0,1,-4,1,0,-4
-4,-4,-2,1,9288,11,0,1,9,9,39,10,10,2,1,12,0,19,23,3,1,0,1734,-4,0,-4,-4,-4,-4,1,2,-4,1,0,1,-3,0,19,0,760,600,170,12432,48,0,3,0,38,0,12,-4,17,43,0,57,0,35,0,20,0,25,59,0,0,2,0,-4,-4,-4,-4,-4,1,4,-4,2,3,-4,4500,-4,0,2,4500,1,1,27,1,2080,48,0,1,2,1,-5,-5
-4,-4,0,1,9289,11,0,1,0,0,-4,12,11,1,1,25,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,507,175,-4,102,0,1,-4,0,0,18,-4,16,0,0,28,0,30,0,0,0,19,42,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4
-4,-4,1,1,9290,51,-3,-4,0,5,20,7,11,1,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,504,140,-4,20,0,1,-4,0,0,16,-4,0,0,0,4,0,28,0,3,0,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,8000,-4,2,1,8000,1,1,24,1,1152,45,0,1,2,0,0,-4
-4,-4,0,0,9291,11,0,1,0,2,21,8,11,1,1,3,0,19,-3,0,0,1,12000,-4,1,1,-4,-4,-4,1,2,-4,6,0,1,650,0,3,0,240,602,185,-4,24,0,3,2,0,0,16,-4,-4,0,0,27,0,42,0,52,0,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,1,3,-4,0,-4,-4,6000,-4,0,3,-3,1,1,27,0,-3,130,41,1,2,0,0,31
-4,-4,0,0,9292,11,0,0,3,1,19,8,11,1,1,0,0,19,22,0,0,0,200,-4,1,-4,2,3,-4,1,3,-4,6,0,1,-3,0,19,0,380,506,139,1431,54,0,-5,-5,-5,-5,-4,-4,19,58,0,26,0,47,0,52,0,19,77,0,-4,-4,0,-4,-4,-4,-4,-4,1,5,-4,0,-4,-4,18000,0,0,3,18000,1,2,26,1,2124,47,0,1,-4,1,0,-4
-4,-4,-4,-4,9293,11,0,0,3,2,19,6,11,1,1,-4,-4,15,20,0,0,0,-4,-4,1,-4,2,-4,-4,1,3,-4,5,0,1,-3,1,-4,-4,-4,511,195,3696,0,-4,-5,-5,-5,-5,-4,-4,-4,57,0,0,0,13,0,52,0,20,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,0,9294,51,0,-4,4,8,-3,6,11,1,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,502,170,4790,0,0,5,-4,0,0,-4,-4,-4,0,0,0,0,8,0,0,0,-5,-5,-5,3,9,0,-4,-4,-4,-4,-4,5,7,-4,5,2,2,0,-4,1,6,-2,1,1,24,0,0,0,0,1,-4,0,0,-4
-4,-4,1,0,9295,51,1,-4,12,0,-4,8,10,2,1,-4,-4,16,22,3,0,0,-4,-4,1,1,2,-4,-4,1,3,-4,4,0,1,12000,1,36,0,-4,510,130,43241,29,0,2,0,25,0,15,-4,16,11,0,24,0,54,1,51,0,30,67,0,0,20,0,-4,-4,-4,-4,-4,3,6,-4,1,5,-4,14500,-4,0,2,39650,1,1,25,1,2134,59,0,1,-4,0,1,-1
-4,-4,0,1,9296,51,0,-4,4,10,40,10,11,1,1,0,0,23,21,-3,-3,0,1300,-4,1,-3,-3,-3,-3,1,3,-4,3,2,1,3500,0,8,0,296,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,-4,19,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
1008,-4,-2,-2,9297,51,0,-4,8,0,-4,11,11,1,1,36,34,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,508,150,2784,36,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,17
600,-4,0,1,9298,80,-4,-4,12,3,20,10,13,2,2,14,0,17,21,6,5,1,-4,-4,0,-4,-4,-4,-4,1,3,-4,3,0,1,-3,1,32,0,475,504,95,89519,13,0,1,-4,0,0,-4,-2,-2,0,0,0,0,0,0,0,0,29,0,0,0,2,0,-4,-4,-4,-4,-4,5,2,6,0,-4,-4,0,-4,0,1,5231,1,1,25,0,0,0,0,1,-4,0,1,11
-4,-2,0,0,9299,51,0,-4,12,2,26,9,10,2,1,34,15,21,25,6,5,0,4000,-4,1,-4,-4,-4,4,1,3,-4,5,0,1,-3,0,37,1,1507,511,160,50220,10,0,2,0,32,0,13,-4,16,55,0,49,0,55,0,60,0,19,57,0,0,20,1,1,16,1,9,96,5,1,5,3,4,-4,18000,2500,0,6,-2,1,2,30,1,2259,61,0,1,-4,4,0,11
-4,-4,0,0,9300,51,1,-4,10,3,22,10,10,2,1,0,100,18,23,1,0,0,1000,-4,0,-4,-4,-4,-4,1,3,-4,5,0,1,6000,1,36,0,520,511,170,19841,20,0,1,2,0,0,15,-4,18,36,0,49,0,54,0,58,0,30,0,0,-4,-4,1,11,96,0,-4,-4,4,5,-4,3,5,-4,0,-4,0,3,0,1,1,27,0,0,0,0,1,-4,0,0,-4
-4,-4,1,0,9301,51,0,-4,11,1,22,14,10,2,1,55,0,22,29,0,0,0,3000,-4,0,-4,-4,-4,-4,1,3,11,1,0,2,3510,1,25,0,320,508,180,48657,54,0,2,0,56,0,16,-4,0,44,0,53,0,56,0,49,0,27,74,0,0,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,10000,-4,2,2,-2,1,3,30,1,1420,39,0,1,-4,0,0,-4
-4,-4,-4,-4,9302,11,1,1,14,-4,-4,10,13,2,2,44,0,18,19,0,0,0,1499,-4,1,1,-4,-4,-4,1,3,-4,3,0,1,-3,1,50,0,416,508,140,61812,48,0,2,-4,53,0,-4,-4,18,51,0,53,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,0,9303,11,1,1,12,0,-4,11,10,2,1,20,0,18,20,6,0,0,400,-4,1,-4,2,-4,-4,1,3,-4,6,0,1,-3,0,11,0,339,506,135,23839,28,0,1,0,46,0,15,-4,19,46,0,48,0,60,0,50,0,26,66,0,0,4,0,-4,-4,-4,-4,-4,5,1,6,0,-4,-4,22000,-4,0,5,-2,1,1,27,1,2730,56,0,1,-4,0,0,-4
-4,-4,-4,1,9304,53,0,-4,12,0,-4,11,10,2,1,48,0,19,25,0,0,0,3000,-4,0,-4,-4,-4,-4,-4,-4,1,1,0,1,5500,1,16,0,388,600,160,58650,47,0,4,-4,0,0,11,-4,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,-4,-4,-4,-4,-4,3,7,-4,0,-4,-4,0,22000,0,4,-2,4,2,27,1,0,14,0,1,2,2,1,-4
-4,-4,-2,1,9305,91,1,-3,12,1,18,10,13,2,2,7,0,17,28,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,-3,1,50,0,920,505,140,59955,32,0,5,-4,31,0,-4,-4,0,2,0,0,0,34,0,53,0,25,63,0,0,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,18000,-4,0,3,-2,1,1,25,1,2080,62,0,1,-4,0,0,-4
69,-4,0,0,9306,11,1,0,14,8,36,11,10,2,1,0,0,19,22,0,0,0,400,-4,0,-4,-4,-4,-4,1,3,-4,9,0,1,-3,1,17,0,120,511,168,41401,9,0,4,-4,34,0,16,-4,17,59,0,52,0,47,0,-5,-5,22,124,0,0,2,1,13,96,1,5,24,4,3,-4,1,7,-4,40000,-4,0,1,55050,1,1,28,1,2180,59,0,1,-4,0,0,-4
-4,-4,0,0,9307,11,1,0,14,9,36,9,10,2,1,-4,-4,16,25,0,0,0,-4,-4,1,-4,2,-4,-4,1,3,-4,9,0,1,-3,0,12,0,-4,602,175,599,37,0,5,-4,0,0,10,-4,15,12,0,0,0,24,0,-5,-5,25,49,0,-4,-4,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,0,-4,0,1,35000,1,1,25,0,520,0,0,1,-4,0,0,-4
-4,-4,-4,-4,9308,11,1,0,14,10,36,8,13,2,2,-4,-4,15,24,0,0,0,-4,-4,1,-4,2,-4,-4,1,3,-4,9,0,1,-3,0,-4,-4,-4,504,151,35791,34,-4,6,-4,37,0,-4,-4,-4,15,0,44,0,50,0,47,0,26,53,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,17316,19500,0,4,-2,1,2,23,1,1915,59,0,1,-4,1,0,-4
-4,-4,-2,1,9309,11,1,0,12,5,25,9,10,2,1,0,0,17,21,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,6,0,1,5200,0,12,0,60,603,177,12810,0,0,2,-4,0,0,11,-4,15,0,0,0,0,0,0,-5,-5,17,0,0,-4,-4,1,1,15,0,-4,-4,5,3,-4,5,2,1,0,-4,0,3,-2,1,1,25,0,0,0,0,1,-4,0,2,12
-4,-4,1,1,9310,11,1,0,12,7,25,7,10,2,1,-4,-4,16,21,1,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,6,0,1,5200,0,8,0,-4,600,175,16118,0,0,1,3,0,0,15,-4,15,0,0,0,0,-5,-5,-5,-5,24,55,0,3,7,1,1,16,1,7,3,5,1,3,5,2,1,2000,-4,0,4,-2,1,1,24,1,1045,27,0,1,-4,0,0,21
-4,-4,-4,-4,9311,11,0,1,6,0,-4,8,9,3,1,36,0,19,17,0,0,0,2160,-4,0,-4,-4,-4,-4,1,3,11,1,0,1,5052,1,19,0,746,505,125,3566,47,0,1,-4,33,0,-4,-4,-4,53,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,15000,17000,0,2,32000,1,2,28,1,2080,292,0,1,-4,0,-5,-5
-4,-4,-4,1,9312,51,0,-4,2,0,-4,10,14,1,2,7,0,17,16,0,0,0,-4,-4,1,1,2,3,-4,1,3,-4,7,0,1,8616,0,0,0,0,507,-2,28129,6,0,1,-4,0,0,-4,17,0,0,0,0,0,0,0,0,0,17,0,0,2,3,1,1,6,0,-4,-4,0,-4,-4,0,-4,-4,1400,-4,0,2,5636,1,3,26,1,175,47,0,1,3,1,0,16
-4,-4,-4,1,9313,51,0,-4,2,1,16,9,11,1,1,-4,-4,16,15,0,0,0,-4,-4,1,1,-4,3,-4,1,3,-4,7,0,1,8166,0,0,0,-4,510,209,32353,0,0,5,3,0,0,18,-4,17,0,0,0,0,5,0,45,0,23,66,0,-4,-4,1,1,6,0,-4,-4,0,-4,-4,0,-4,-4,8000,-4,0,5,17022,1,1,25,1,1675,52,0,1,3,0,0,-4
560,-4,0,0,9314,51,0,-4,10,1,22,9,10,2,1,24,4,21,25,3,0,0,4042,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,12882,1,52,0,2752,505,140,-4,52,0,2,3,51,0,14,-4,16,36,0,30,0,51,0,60,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,1,9315,51,-3,-4,12,-4,-4,9,13,2,2,0,0,17,24,6,2,0,-4,-4,1,1,2,-4,-4,1,3,-4,2,0,1,-3,0,8,0,60,507,117,21353,0,0,1,0,47,0,-4,16,15,10,0,41,0,61,0,45,0,22,73,0,6,20,0,-4,-4,-4,-4,-4,4,3,-4,0,-4,-4,13000,35000,1,2,54000,1,3,25,0,1640,37,0,1,3,0,0,13
-4,2688,0,0,9316,51,1,-4,12,-4,-4,10,10,2,1,1,0,18,22,1,0,0,4000,-4,0,-4,-4,-4,-4,1,3,-4,2,0,1,15000,1,48,0,1355,600,150,20419,48,0,2,2,51,0,14,-4,17,53,0,44,0,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,1,15,0,-4,-4,5,1,2,5,4,-4,600,-4,0,2,600,1,1,26,1,0,169,0,1,3,0,0,18
-4,-4,1,0,9317,11,1,1,11,7,30,12,13,2,2,61,0,20,23,0,0,0,4000,-4,1,1,-4,-4,-4,1,3,-4,7,0,1,24000,1,48,0,780,506,130,69739,55,0,2,0,28,0,-4,18,0,58,0,50,0,46,0,41,0,22,61,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,2000,-2,0,5,-2,1,2,28,1,988,46,0,1,3,3,0,-4
-4,-4,-4,-4,9318,51,0,-4,12,0,-4,10,10,2,1,0,0,18,19,0,0,0,1925,-4,0,-4,-4,-4,-4,1,3,-4,5,0,1,-3,1,38,0,448,601,155,40510,21,0,3,0,25,0,18,-4,18,19,0,53,0,47,0,60,0,20,18,0,2,15,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,14800,-4,0,3,-2,1,1,26,1,1748,82,0,1,3,0,-5,-5
-4,-4,-2,0,9319,11,0,1,12,0,-4,13,13,2,2,39,0,22,18,2,0,0,11194,-4,0,-4,-4,-4,-4,1,3,-4,6,2,1,-3,1,46,0,1880,500,137,25759,56,0,2,0,48,0,-4,18,23,58,0,40,0,50,0,58,0,18,58,0,2,5,1,1,19,1,14,0,5,1,2,2,1,2,24000,-4,0,2,25000,1,3,31,1,1750,64,0,1,3,1,1,-4
-4,-4,0,1,9320,11,0,1,8,2,21,12,13,2,2,33,0,20,25,0,0,0,10000,-4,0,-4,-4,-4,-4,1,3,-4,6,0,1,-3,1,50,0,2115,504,185,61146,51,0,1,0,63,0,-4,20,0,45,0,54,0,47,0,55,0,30,67,0,0,5,1,1,10,1,14,96,2,6,-4,0,-4,-4,23000,-4,0,1,23000,1,1,28,1,1870,57,0,1,3,0,0,-4
-4,-4,-4,-4,9321,11,1,1,18,1,21,13,10,2,1,2,0,20,22,0,0,0,2500,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,36000,1,29,0,770,511,150,80071,31,0,1,0,2,0,16,-4,18,4,0,21,0,50,0,65,0,27,55,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,0,0,9322,11,1,1,18,2,21,11,13,2,2,0,0,18,24,3,0,0,1400,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,36000,0,11,0,440,504,130,42970,29,0,4,2,1,0,-4,16,15,30,0,50,0,55,0,62,0,23,57,0,3,4,1,1,23,1,14,96,2,7,-4,4,7,-4,20000,42000,0,2,62150,1,2,26,1,2280,59,0,1,3,0,2,16
-4,-4,1,0,9323,11,1,1,12,0,-4,11,13,2,2,7,0,21,23,3,0,0,596,-4,1,1,2,3,-4,1,3,3,6,2,3,20000,0,7,0,120,506,120,15298,27,0,3,0,24,0,-4,15,15,22,0,39,0,32,0,33,0,28,60,0,-4,-4,0,-4,-4,-4,-4,-4,2,7,-4,0,-4,-4,13000,-4,0,2,13000,3,3,29,1,2028,60,0,1,2,1,1,-4
4920,-4,1,0,9324,11,1,1,12,1,21,10,10,2,1,0,0,17,26,-1,5,0,650,-4,1,1,2,3,-4,1,3,-4,6,0,1,20000,1,31,0,660,604,207,41251,4,0,1,2,53,1,9,-4,15,48,0,49,0,50,0,55,0,25,74,0,0,12,0,-4,-4,-4,-4,-4,5,2,4,3,7,-4,11600,-4,0,1,11600,1,1,27,1,2272,68,0,1,3,0,0,15
-4,-4,1,0,9325,11,1,1,8,1,22,12,13,2,2,0,0,22,16,0,0,0,1080,-4,1,1,-4,-4,-4,1,3,-4,10,0,1,11000,0,21,0,735,502,120,5864,0,0,6,-4,38,0,-4,24,-4,27,0,0,0,0,0,45,0,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,5000,15000,0,3,20000,1,2,30,1,1120,105,0,1,3,1,3,-4
-4,-4,0,1,9326,11,1,1,9,3,22,9,10,2,1,0,0,18,21,0,0,0,540,-4,1,1,-4,-4,-4,1,3,-4,10,0,1,11000,1,17,0,195,-3,-3,36519,54,0,6,-4,52,0,-4,-4,0,61,0,45,0,45,0,60,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,1,9327,53,0,-4,12,0,-4,10,10,2,1,0,0,18,24,1,0,0,570,-4,1,-4,-4,3,-4,1,3,-4,2,0,3,4000,0,12,0,344,511,145,7700,7,0,4,-4,13,0,13,-4,16,49,0,32,0,52,0,51,0,23,68,0,-4,-4,1,14,96,0,-4,-4,1,7,-4,0,-4,-4,9000,-4,0,1,10400,3,3,27,1,1872,62,0,1,1,0,0,23
-4,-4,0,0,9328,11,0,1,12,0,-4,9,11,1,1,0,0,17,24,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,5,0,1,5000,1,3,0,0,506,140,2971,22,0,-5,-5,-5,-5,-4,-4,-4,35,0,0,0,47,0,11,0,19,53,0,1,7,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,16080,-4,0,4,16080,1,1,26,1,2080,78,0,1,3,0,0,14
-4,-4,-4,-4,9329,11,0,1,12,1,16,7,11,1,1,-4,-4,15,30,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,5,0,1,5000,0,-4,-4,-4,600,135,197,0,-4,2,-4,37,69,9,-4,0,0,0,11,0,41,0,55,0,27,69,0,1,1,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,15000,-4,0,2,-2,1,3,23,1,1820,60,0,1,3,0,-5,-5
-4,-4,-4,-4,9330,51,0,-4,10,3,27,14,12,3,2,11,37,21,15,5,0,0,400,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,400,0,36,0,595,-5,-5,60406,-5,-5,-5,-5,-5,-5,-4,-4,19,140,0,63,0,54,0,54,0,24,59,0,-4,-4,1,5,1,0,-4,-4,1,7,-4,0,-4,-4,0,45000,1,3,45025,1,2,30,0,1147,0,0,1,-4,1,-5,-5
-4,-2,-4,-4,9331,51,0,-4,12,4,27,12,9,3,1,0,0,20,18,4,0,1,0,-4,1,1,-4,-4,-4,1,3,-4,4,0,1,4000,0,0,0,0,509,170,47022,40,0,1,6,0,0,13,-4,13,0,0,0,0,11,0,0,0,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,5,2,4,5,1,6,-2,-4,0,5,-2,1,1,28,1,640,55,0,1,3,3,-5,-5
-4,-4,0,0,9332,11,1,1,10,4,29,15,13,2,2,12,0,22,29,0,0,0,3000,-4,1,-4,2,-4,-4,1,3,-4,6,0,1,25000,1,47,7,1104,504,115,46143,64,0,1,-4,40,0,-4,22,18,53,0,50,0,51,0,71,0,30,55,0,0,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,23760,-4,0,5,79760,1,1,31,1,2080,62,0,1,3,0,0,14
-4,-4,1,1,9333,11,0,1,12,5,30,13,13,2,2,0,7,21,28,0,0,0,2000,-4,1,-4,2,-4,-4,1,3,-4,6,0,1,25000,1,26,0,320,504,125,28607,58,0,1,-4,47,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,25000,-4,1,1,25200,1,1,29,1,2080,351,0,1,3,0,0,-4
-4,-4,-4,-4,9334,11,1,1,12,0,-4,10,11,1,1,8,6,17,20,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,14000,0,6,0,240,507,180,83716,27,0,2,-4,50,0,17,-4,18,47,0,46,0,47,0,56,0,26,63,0,2,5,1,18,96,0,-4,-4,1,7,-4,0,-4,-4,26000,0,0,4,28000,1,2,25,1,2080,66,0,1,3,2,1,-4
