"G0023500","G0085900","H0001900","H0002700","R0000100","R0001900","R0002100","R0002400","R0006500","R0009300","R0009400","R0017300","R0173600","R0214700","R0214800","R0215300","R0215301","R0220200","R0304410","R0305700","R0305800","R0307100","R0312300","R0312710","R0329800","R0329900","R0330000","R0330100","R0330200","R0393510","R0393520","R0402800","R0405210","R0405601","R0405700","R0406010","R0406511","R0406700","R0406701","R0407300","R0481600","R0481700","R0618301","R0645800","R0645801","R0655900","R0780400","R0897300","R0897301","R0988000","R1020700","R1021700","R1145800","R1146100","R1521000","R1521300","R1891700","R1892000","R2258800","R2259100","R2350010","R2446200","R2446500","R2716700","R2716800","R2718700","R2718800","R2718900","R2719000","R2719100","R2719200","R2720800","R2721000","R2721100","R2721200","R2721400","R2721500","R2722501","R2724701","R2743300","R2870110","R2870200","R2870800","R2870900","R2871300","R2871301","R2871400","R2872000","R2872300","R2872700","R2872800","R2877600","R3895400","R3914300"
-4,-4,-4,-4,1,11,0,1,8,1,23,12,5,3,2,61,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,505,-1,-4,120,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,0,0,2,11,0,1,5,7,39,9,5,3,2,42,0,21,16,0,0,0,5000,-4,1,-4,2,-4,4,1,3,-4,5,0,1,15000,1,53,0,1820,502,120,6841,51,0,5,-4,50,0,-4,-4,-4,52,0,51,0,54,0,53,0,23,62,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,20000,-4,0,1,20000,1,1,29,1,2360,74,0,1,-4,0,2,-4
-4,375,1,0,3,21,1,1,10,1,21,10,5,3,2,43,1,18,20,-3,-3,0,7000,-4,1,-4,2,-4,-4,1,1,11,1,0,1,7000,1,55,0,1440,-5,-5,49444,-5,-5,2,0,51,0,-4,16,0,0,0,0,0,23,0,0,0,18,28,0,0,1,1,2,10,1,7,2,4,6,-4,2,6,-4,1000,30000,0,5,31000,1,2,26,0,294,18,0,1,-4,3,1,12
-4,-4,-4,-4,4,21,1,1,11,2,21,9,5,3,2,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,507,110,55761,0,0,1,0,18,0,-4,17,11,0,0,0,0,0,0,57,0,23,41,0,-4,-4,1,2,96,1,2,5,3,7,-4,1,7,-4,21320,-4,0,2,21320,1,3,26,1,1480,58,0,1,-4,1,1,11
-4,-4,-4,-4,5,11,1,1,12,0,-4,13,1,3,1,59,0,20,23,0,0,0,2000,-4,0,-4,-4,-4,-4,1,1,3,4,0,1,45000,1,46,0,832,503,130,96772,49,0,1,2,16,0,17,-4,17,13,0,12,0,-5,-5,94,0,-5,-5,-5,1,6,0,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,57124,18000,0,2,78300,1,2,29,1,2960,127,0,1,-4,0,-5,-5
-4,-4,1,1,6,11,1,1,12,1,-3,12,1,3,1,34,0,19,27,6,2,0,1700,-4,0,-4,-4,-4,-4,1,1,3,4,0,1,42500,0,14,0,318,504,200,99393,26,0,1,3,33,0,17,-4,16,22,0,43,0,56,0,48,0,26,56,0,2,15,0,-4,-4,-4,-4,-4,5,1,3,2,6,-4,20000,-4,0,1,20000,4,1,27,1,2080,64,0,1,1,0,0,16
-4,-4,-4,1,7,51,1,-4,12,0,-4,8,1,3,1,-4,-4,16,26,0,0,0,-4,-4,0,-4,-4,-4,-4,0,2,-4,5,0,1,35420,1,40,0,-4,505,131,47412,35,0,2,2,62,0,15,-4,16,43,0,0,0,0,0,0,0,24,0,0,3,8,1,3,18,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,2,1,13200,4,1,24,1,0,0,0,-4,-4,0,0,11
-4,-4,1,1,8,11,1,1,9,7,40,12,6,3,2,9,0,21,23,0,0,0,3500,7000,0,-4,-4,-4,-4,1,1,11,4,1,1,11876,-3,23,1,885,505,179,44022,53,1,2,2,50,0,-4,17,18,52,0,53,0,49,0,10,0,22,45,0,2,3,1,9,96,1,21,12,2,7,-4,0,-4,-4,4237,-2,0,4,-2,1,3,30,1,999,55,0,1,-4,3,1,16
-4,-4,0,0,9,21,1,1,12,0,-4,9,1,3,1,-4,-4,16,26,3,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,6,0,1,20000,1,10,0,-4,506,145,59683,46,0,2,6,49,0,16,-4,17,52,0,53,0,54,0,53,0,30,73,0,3,10,1,11,3,0,-4,-4,5,1,5,1,7,-4,18000,18000,0,2,37000,1,2,25,1,2600,61,0,1,-4,0,1,-4
-4,-4,-4,-4,10,51,0,-4,12,2,25,9,6,3,2,0,0,19,19,3,6,0,600,-4,1,1,-4,-4,-4,1,1,-4,4,0,1,-3,1,39,0,864,506,115,30039,53,0,2,2,56,0,-4,21,18,45,0,39,0,46,0,-5,-5,-5,-5,-5,2,2,1,1,10,1,20,3,3,6,-4,2,5,-4,5000,25000,0,4,30000,1,2,27,0,920,130,0,1,-4,2,0,14
-4,-4,0,0,11,51,1,-4,12,1,25,-3,1,3,1,49,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,511,155,85347,105,0,1,6,45,0,-4,-4,20,34,0,55,1,58,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,13
-4,-4,-4,-4,12,11,1,1,15,3,30,13,5,3,2,15,0,20,30,4,0,0,999,-4,0,-4,-4,-4,-4,1,1,-4,3,0,1,49000,1,23,0,244,506,118,89641,45,0,5,0,32,0,-4,21,16,67,0,36,0,54,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,0,13,11,1,1,12,1,23,14,1,3,1,61,0,21,25,0,0,0,3000,-4,0,-4,-4,-4,-4,1,1,3,4,0,1,-3,1,51,0,280,511,180,72313,56,0,2,4,49,0,17,-4,17,50,0,59,0,47,0,61,0,29,48,0,6,30,1,1,5,0,-4,-4,5,5,-4,0,-4,-4,22000,-4,0,1,23940,1,1,29,1,2640,61,0,1,-4,0,0,20
-4,-4,0,0,14,11,1,1,12,2,23,9,5,3,2,-4,-4,16,21,5,1,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,-3,0,7,0,-4,507,135,98798,12,0,3,2,13,0,-4,17,15,39,0,48,0,53,0,43,0,28,57,0,1,8,1,1,0,0,-4,-4,3,4,-4,2,4,-4,23500,-4,0,4,-2,1,1,24,1,2488,67,0,1,-4,0,3,-4
-4,-4,1,0,15,11,1,1,12,0,-4,8,1,3,1,-4,-4,15,23,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,28000,1,-4,-4,-4,601,185,82260,52,-4,5,2,1,0,-4,-4,18,7,0,12,0,41,0,25,0,29,56,0,1,3,1,1,22,0,-4,-4,0,-4,-4,0,-4,-4,2500,-4,0,1,15600,3,1,24,1,2940,88,0,0,0,0,0,-4
-4,-4,1,0,16,11,0,1,12,3,26,12,5,3,2,55,0,21,25,5,4,0,11000,-4,0,-4,-4,-4,-4,1,2,11,1,0,3,11000,-3,50,0,1928,503,130,50283,36,0,2,6,51,0,-4,17,16,52,0,52,0,52,0,58,0,26,52,0,-4,-4,1,20,0,0,-4,-4,5,4,-4,3,6,-4,34000,0,0,2,-2,1,2,29,1,2732,79,0,1,-4,0,0,17
-4,-4,1,0,17,51,1,-4,12,1,26,13,1,3,1,61,0,23,24,-3,-1,1,13450,-4,0,-4,-4,-4,-4,1,1,-4,2,0,1,18000,1,49,0,2410,509,160,89669,54,0,2,6,52,0,15,-4,17,51,0,52,0,50,0,55,0,20,53,0,4,27,0,-4,-4,-4,-4,-4,4,7,-4,2,7,-4,24000,-4,0,2,29000,1,1,31,1,2476,70,0,1,-4,0,3,15
-4,-4,1,0,18,-3,0,-3,12,2,25,12,1,3,1,34,0,22,28,6,4,0,5000,8000,0,-4,-4,-4,-4,1,3,11,2,1,4,14000,1,37,0,1432,509,155,95977,50,0,5,0,53,0,16,-4,14,52,0,53,0,50,0,52,0,28,58,0,2,25,0,-4,-4,-4,-4,-4,5,7,-4,5,7,-4,57124,0,0,4,65000,4,2,30,1,2340,66,0,1,2,2,0,11
-4,2132,0,0,19,11,0,1,10,3,32,12,5,3,2,57,0,22,28,2,0,0,8500,-4,0,-4,-4,-4,-4,1,1,-4,3,3,1,19000,1,46,0,1752,504,120,-4,48,0,2,2,57,0,-5,-5,-5,-5,-5,9,0,0,0,16,0,30,42,0,-4,-4,1,9,96,0,-4,-4,5,5,-4,4,5,-4,0,17000,0,3,17000,1,2,30,0,0,0,0,1,-4,1,0,14
-4,-4,0,0,20,11,0,1,12,0,-4,13,5,3,2,21,32,20,21,5,0,0,1200,-4,1,-4,-4,-4,4,1,3,3,5,0,1,30000,0,24,0,1452,504,120,67021,12,0,2,2,33,0,-4,20,18,52,0,50,0,50,0,52,0,26,56,0,0,5,0,-4,-4,-4,-4,-4,3,6,-4,1,7,-4,28000,34000,0,2,62500,1,2,28,1,2080,81,0,1,-4,0,0,-4
-4,-4,0,0,21,11,0,1,12,1,19,11,5,3,2,33,0,18,28,5,0,0,1937,-4,1,-4,-4,3,-4,0,0,3,5,0,1,50000,0,32,0,990,502,133,88416,19,0,1,3,25,0,-4,20,16,41,0,57,0,47,2,54,0,28,55,0,1,10,1,3,1,0,-4,-4,5,4,-4,2,6,-4,21750,-4,0,1,21750,1,1,27,1,2290,81,0,1,-4,0,1,16
-4,-4,1,0,22,11,0,1,12,1,29,10,5,3,2,35,0,17,17,6,3,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,2100,1,25,0,441,504,110,89167,49,0,2,1,16,0,-4,17,16,48,0,51,0,46,0,42,0,16,60,0,0,4,1,1,10,1,13,96,5,7,-4,3,6,-4,18500,0,0,2,32000,1,2,25,1,2080,65,0,0,-4,0,1,13
-4,-4,-4,-4,23,11,0,1,12,1,21,13,1,3,1,53,0,21,-3,0,3,0,8400,-4,0,-4,-4,-4,-4,1,0,3,5,0,1,50000,0,43,0,2080,600,175,83214,17,0,1,0,13,0,16,-4,18,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,22
-4,-4,-4,-4,24,11,0,1,12,2,21,11,1,3,1,35,0,19,28,0,0,0,1995,-4,1,1,-4,-4,-4,1,1,-4,5,0,1,50000,1,30,0,785,511,180,66029,6,0,2,4,48,0,-4,-4,18,21,0,-5,-5,71,0,49,0,28,58,0,0,1,1,13,96,0,-4,-4,0,-4,-4,0,-4,-4,24000,16000,0,3,40000,1,2,27,1,2256,61,0,1,-4,1,0,16
-4,-4,0,0,25,11,0,1,14,1,30,13,5,3,2,11,18,20,19,6,4,0,4052,-4,0,-4,-4,-4,-4,1,0,11,1,0,1,4052,1,39,0,1160,507,125,51390,51,0,1,1,55,0,-4,16,18,50,0,53,0,52,0,51,0,20,54,0,0,1,0,-4,-4,-4,-4,-4,4,6,-4,0,-4,-4,21000,40000,0,2,61000,1,2,28,1,2080,78,0,1,-4,0,1,18
-4,-4,-4,-4,26,21,1,1,16,0,-4,10,1,3,1,26,1,17,25,3,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,30000,1,30,0,582,507,136,97075,47,0,2,2,52,0,17,-4,18,57,0,10,0,25,0,0,0,30,0,0,2,4,1,1,8,1,2,1,0,-4,-4,0,-4,-4,0,17800,1,2,22042,4,2,25,1,0,0,0,-4,-4,0,0,0
-4,-4,0,0,27,11,0,1,14,0,-4,12,5,3,2,63,0,19,23,0,0,0,2846,-4,1,-4,-4,3,-4,1,3,11,1,0,4,3684,1,50,0,1677,503,123,96674,48,0,4,2,51,0,-4,17,20,52,0,54,0,55,0,23,0,28,0,0,0,20,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,0,37890,0,3,39902,1,2,28,0,0,0,0,0,-4,1,1,21
-4,-4,-4,-4,28,11,0,1,14,1,18,8,5,3,2,-4,-4,16,19,5,1,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,0,1,19000,1,3,0,-4,505,114,92784,36,0,2,1,46,0,-4,17,16,53,0,52,0,53,0,52,0,24,56,0,3,20,1,10,96,1,13,96,5,1,4,3,2,1,18500,32300,0,2,50865,1,2,24,1,2080,75,0,1,-4,0,1,14
-4,-4,1,1,29,11,1,1,0,1,20,12,5,3,2,61,0,19,30,0,0,0,7750,-4,0,-4,-4,-4,-4,1,3,-4,4,0,1,-3,1,52,0,1863,507,146,25905,50,0,2,0,46,0,-4,-4,18,54,0,54,0,50,0,53,0,30,56,0,0,4,1,13,96,0,-4,-4,0,-4,-4,0,-4,-4,19000,-4,0,3,-2,1,1,27,1,1961,76,0,1,2,0,0,16
-4,-4,1,1,30,11,1,1,-2,0,-4,12,5,3,2,51,0,21,21,0,0,0,7600,-4,1,1,2,-4,4,1,3,-4,4,0,1,27000,1,47,0,2080,504,147,8528,55,0,2,0,16,0,-5,-5,-5,-5,-5,95,0,59,0,54,0,20,55,0,0,6,1,11,96,0,-4,-4,0,-4,-4,0,-4,-4,-3,-3,2,4,-3,-4,2,29,0,1560,61,0,-4,-4,2,0,18
-4,-4,0,1,31,51,0,-4,9,0,-4,8,4,1,1,-4,-4,16,28,0,0,0,-4,-4,1,1,2,-4,-4,-4,-4,-4,4,0,-3,2880,1,8,0,-4,508,150,-4,0,0,5,-4,0,0,17,-4,18,1,0,0,0,35,0,53,0,20,53,0,2,2,1,13,96,0,-4,-4,0,-4,-4,0,-4,-4,6500,5250,1,3,13065,4,2,24,1,2040,60,0,1,2,0,0,-4
-4,-4,0,1,32,11,0,1,12,1,22,14,8,1,2,24,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,501,105,-4,79,0,1,0,46,0,-4,22,18,63,0,47,0,58,0,18,0,27,26,0,0,15,0,-4,-4,-4,-4,-4,4,7,-4,3,7,-4,23000,-4,0,1,23000,1,1,30,1,1440,44,0,1,-4,0,0,0
-4,-4,1,0,33,11,0,1,12,2,22,9,4,1,1,8,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-2,-4
-4,-4,0,1,34,11,1,1,13,4,30,13,1,3,1,41,0,21,26,4,2,0,3400,-4,0,-4,-4,-4,-4,0,1,-4,3,0,1,15000,1,13,0,900,510,185,6069,48,0,2,3,58,0,15,-4,16,48,0,41,0,48,0,59,0,27,46,0,3,10,0,-4,-4,-4,-4,-4,3,3,-4,0,-4,-4,32000,13000,0,2,45000,1,2,29,1,2080,73,0,1,-4,0,0,-4
-4,-4,-4,-4,35,51,1,-4,12,5,30,9,5,3,2,-4,-4,16,27,0,0,0,-4,-4,-3,-3,-3,-3,-3,0,1,-4,3,0,1,15000,0,0,0,-4,504,113,53046,0,0,-3,0,0,0,-4,-1,17,0,0,1,0,55,0,51,0,28,67,0,-4,-4,1,7,2,0,-4,-4,1,5,-4,0,-4,-4,19000,21000,0,2,40200,1,2,25,1,2080,64,0,0,-4,0,0,-4
-4,-4,1,0,36,21,1,1,14,3,22,9,1,3,1,22,0,17,13,6,6,1,3200,-4,1,-4,-4,-4,4,0,1,5,5,0,1,27000,0,4,0,310,600,225,-4,15,0,2,0,34,0,8,-4,10,53,0,49,0,34,0,-5,-5,20,121,0,-4,-4,1,7,4,0,-4,-4,5,1,6,4,6,-4,38000,0,2,4,42100,1,2,26,1,2800,63,0,1,-4,2,0,8
-4,-4,0,1,37,11,1,1,12,3,28,12,5,3,2,64,0,21,20,6,0,0,9500,-4,1,1,2,-4,-4,1,1,-4,4,0,1,-3,1,48,0,2080,507,124,56290,52,0,5,-4,64,0,-4,20,18,40,0,53,0,53,0,53,0,25,54,0,0,1,1,12,96,0,-4,-4,2,7,-4,0,-4,-4,19000,72619,0,3,74400,1,2,29,1,2080,73,0,0,-4,1,0,-4
-4,-4,0,1,38,11,1,1,12,4,28,9,5,3,2,0,0,17,22,0,0,0,-4,-4,1,-4,-4,3,-4,1,1,-4,4,0,1,-3,0,0,0,0,504,108,12788,28,0,3,2,53,0,-4,-4,17,56,0,41,0,29,0,59,0,21,49,0,0,2,1,12,96,0,-4,-4,1,7,-4,0,-4,-4,20000,24000,1,2,44000,1,2,25,1,1820,69,0,1,-4,0,2,19
-4,-4,0,1,39,12,1,1,12,4,26,12,1,3,1,62,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,511,170,26851,94,0,1,1,50,0,14,-4,17,57,0,52,0,15,0,57,0,30,53,0,0,12,1,4,5,0,-4,-4,5,3,-4,3,5,-4,33800,-4,0,1,34040,3,1,29,1,3465,66,0,1,3,0,0,14
-2,-4,1,0,40,51,1,-4,10,1,25,12,2,3,1,24,17,20,18,3,3,0,3000,-4,0,-4,-4,-4,-4,1,2,-4,2,0,1,-3,1,38,3,1292,507,175,38419,4,0,2,4,7,0,17,-4,18,54,0,41,0,0,0,0,100,23,16,0,1,10,1,11,96,0,-4,-4,1,7,-4,0,-4,-4,0,-4,0,2,47200,1,3,28,0,400,0,0,1,-4,0,0,-4
-4,-4,1,1,41,51,1,-4,10,3,29,10,2,3,1,18,0,17,27,3,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,2,0,1,13000,1,14,0,187,602,230,57095,14,0,1,2,51,0,15,-4,14,52,0,56,0,51,0,53,0,23,46,0,2,8,1,9,96,0,-4,-4,3,4,-4,3,4,-4,22000,-4,0,2,48300,1,1,26,1,2521,70,0,1,-4,0,0,-4
-4,-4,0,0,42,11,1,1,14,0,-4,8,1,3,1,-4,-4,16,25,5,3,0,-4,-4,1,1,-4,-4,-4,1,1,-4,4,0,1,25000,1,5,0,-4,511,210,22326,11,0,3,3,18,0,14,-4,16,44,0,29,0,52,0,45,0,20,0,0,6,21,0,-4,-4,-4,-4,-4,3,5,-4,4,5,-4,0,-4,0,3,69500,1,1,24,1,0,0,0,-4,-4,0,0,-4
-4,434,-2,1,43,21,1,1,10,0,-4,11,6,3,2,23,0,18,-3,5,0,0,600,-4,1,-4,2,-4,-4,1,1,11,1,0,1,601,1,18,0,560,507,130,15325,14,0,1,0,40,0,-4,17,16,15,0,8,0,51,0,47,0,20,57,0,-4,-4,1,2,8,0,-4,-4,3,5,-4,0,-4,-4,6000,-4,0,5,-2,1,1,27,1,1307,54,0,1,-4,1,1,18
-4,-4,1,0,44,11,1,1,12,4,30,11,5,3,2,15,0,18,20,0,0,0,1600,-4,1,1,2,-4,-4,1,1,-4,3,0,1,-3,0,15,0,555,504,105,37061,52,1,4,-4,28,0,-4,19,18,0,0,41,0,0,0,0,0,21,0,0,0,1,1,1,2,0,-4,-4,0,-4,-4,0,-4,-4,0,72619,0,4,60200,1,2,27,0,0,0,0,1,-4,2,0,-4
-4,-4,-4,-4,45,51,1,-4,9,2,28,12,1,3,1,60,0,20,23,6,3,0,12500,-4,1,1,2,-4,-4,1,1,-4,5,0,1,18000,1,50,0,1630,510,195,50629,49,0,2,2,51,0,16,-4,17,53,0,56,0,51,0,57,0,24,50,0,-4,-4,0,-4,-4,-4,-4,-4,5,7,-4,0,-4,-4,38000,28000,0,2,66400,1,2,28,1,2860,76,0,1,-4,0,0,-4
-4,-4,0,1,46,21,1,1,12,-4,-4,9,5,3,2,1,0,17,30,2,0,0,-4,-4,0,-4,-4,-4,-4,0,1,-4,3,0,1,35000,1,47,0,745,502,115,78095,48,0,2,0,21,0,-4,-4,17,0,0,0,0,38,0,51,0,21,51,0,1,4,1,9,96,0,-4,-4,2,5,-4,0,-4,-4,27000,-4,0,1,27075,1,1,25,1,2080,75,0,1,-4,0,0,-4
-4,-4,0,0,47,11,0,1,12,1,23,12,1,3,1,62,0,21,20,6,6,1,15700,-4,0,-4,-4,-4,-4,0,1,-4,3,0,1,38000,1,44,0,1880,601,190,75473,51,0,1,2,47,0,14,-4,18,43,0,39,0,51,0,56,0,20,50,0,2,10,1,9,96,1,10,96,5,2,1,3,3,-4,33000,-4,0,1,33600,1,1,29,1,2340,82,0,0,-4,0,1,16
-4,-4,-4,-4,48,91,1,-3,12,3,31,12,2,3,1,53,13,21,21,5,0,0,12000,-4,0,-4,-4,-4,-4,0,0,11,1,0,1,12080,1,50,0,2282,-5,-5,24806,-5,-5,3,0,123,0,19,-4,17,42,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4
-4,-4,1,1,49,11,0,1,12,4,26,14,5,3,2,64,0,21,26,5,0,0,10000,20000,0,-4,-4,-4,-4,1,1,11,2,1,1,-3,1,45,0,2103,509,135,71226,64,0,5,1,45,0,-4,19,18,49,0,48,0,54,0,54,0,18,50,0,0,15,0,-4,-4,-4,-4,-4,5,1,2,0,-4,-4,14000,30000,0,4,49500,1,2,30,1,1078,69,0,1,-4,2,1,0
-4,-4,1,-2,50,51,1,-4,9,2,25,9,5,3,2,60,0,21,20,3,0,0,8128,-4,1,1,2,-4,-4,1,1,-4,3,0,1,31000,1,48,0,1664,505,170,78742,33,0,1,3,52,0,-4,14,12,52,0,53,0,53,0,38,0,25,56,0,0,7,1,1,12,1,14,96,4,7,-4,1,7,-4,21000,35000,1,4,59150,1,2,29,0,1976,69,0,1,-4,2,0,12
-4,-4,-4,-4,51,51,1,-4,9,3,23,8,1,3,1,33,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,52,11,0,1,12,3,30,14,1,3,1,39,0,21,28,0,0,0,13500,7000,1,-4,2,-4,-4,0,1,11,2,1,1,20550,1,49,0,2080,600,180,69080,49,0,2,0,51,0,16,-4,15,52,0,56,0,56,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,455,1,1,53,11,0,1,-2,3,38,7,4,1,1,-4,-4,16,22,0,0,0,-4,-4,1,1,2,-4,-4,1,1,-4,6,0,1,16600,0,18,0,-4,509,237,43641,26,0,1,4,10,0,-4,-4,18,0,0,7,0,8,0,2,0,25,3,0,0,10,0,-4,-4,-4,-4,-4,5,4,-4,2,3,-4,-2,-4,0,1,-2,1,1,25,1,0,7,0,1,2,0,3,18
-4,-4,0,0,54,11,0,1,3,3,32,10,1,3,1,57,0,21,20,0,0,0,11000,-4,1,1,-4,-4,-4,1,1,-4,2,0,1,15000,0,36,0,-3,601,195,-4,40,0,2,-4,51,0,-2,-4,17,49,0,69,0,49,0,46,0,22,78,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,25000,0,0,4,25000,1,2,30,1,2688,54,0,1,-4,2,0,20
-4,-4,-4,-4,55,11,1,1,12,1,23,12,1,3,1,46,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,56,11,0,1,12,2,24,8,5,3,2,-4,-4,15,-1,0,0,0,-4,-4,1,1,-4,-4,-4,1,1,-4,4,0,1,-3,0,-4,-4,-4,505,135,76020,14,-4,1,3,53,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,0,0,57,11,1,1,12,1,24,12,5,3,2,50,0,21,27,5,0,0,2000,26000,0,-4,-4,-4,-4,1,1,11,3,1,1,33125,1,9,0,104,507,128,30830,0,0,4,0,9,0,-4,16,16,52,0,53,0,54,0,54,0,28,47,0,0,6,1,1,18,1,5,96,4,3,-4,1,7,-4,25000,-4,0,2,27000,1,3,30,1,1920,74,1,1,-4,1,1,17
-4,-4,0,0,58,11,0,1,12,0,-4,15,5,3,2,58,0,23,30,0,0,0,6089,6000,0,-4,-4,-4,-4,1,1,11,2,1,1,13389,1,49,0,1674,502,130,91625,53,0,2,-4,52,0,-4,18,0,51,0,52,0,41,0,57,0,30,55,0,-4,-4,1,10,96,1,12,96,0,-4,-4,0,-4,-4,22000,37000,1,4,59750,1,2,31,1,1560,78,0,1,-4,2,0,-4
-4,-4,0,0,59,11,0,1,-2,1,22,12,1,3,1,59,0,20,29,5,0,0,-2,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,75001,1,44,0,1465,509,190,98841,44,0,1,0,54,0,16,-4,18,54,0,50,0,53,0,52,0,20,57,0,1,5,0,-4,-4,-4,-4,-4,3,6,-4,0,-4,-4,22880,-4,0,1,24280,1,3,28,1,2080,66,0,1,-4,0,0,-1
-4,-4,-4,-4,60,11,0,1,12,2,22,10,1,3,1,57,0,18,29,0,3,0,1500,-4,1,-4,-4,3,-4,1,1,-4,4,0,1,60000,1,11,0,556,511,190,82980,35,0,-5,-5,-5,-5,15,-4,18,106,0,54,0,46,0,58,0,28,78,0,2,25,1,16,96,0,-4,-4,5,1,5,5,1,1,57124,-4,1,1,78500,1,1,27,1,2414,54,0,1,-4,0,0,-4
-4,-4,1,1,61,11,1,1,12,2,26,10,5,3,2,58,0,17,20,5,0,0,-4,-4,1,1,2,-4,-4,1,1,-4,4,0,1,-3,1,33,0,795,505,120,99150,40,0,2,5,50,0,-4,18,18,31,0,51,0,53,0,56,0,28,53,0,0,4,1,3,22,0,-4,-4,4,4,-4,3,2,1,17500,0,0,2,40260,1,2,25,1,1846,68,0,1,-4,0,0,18
